Product,Avg Demand,Std Dev,Total Demand,Safety Stock,Reorder Point,EOQ
545503,2.69,2.11,78,4,23,62
545505,69.4,122.95,347,241,727,132
545512,8.4,3.29,42,6,65,46
545514,12.85,21.35,257,42,132,113
545515,11.32,6.35,317,12,91,126
545517,12.5,16.26,25,32,120,35
545518,22.38,17.88,358,35,192,134
545519,16.86,7.87,236,15,133,109
545521,66.5,82.73,133,162,628,82
545522,8.76,6.59,149,13,74,86
545523,1.71,1.35,72,3,15,60
545524,2.42,0.79,29,2,19,38
545526,5.29,3.31,74,6,43,61
545530,13.72,11.9,1345,23,119,259
545533,14.91,13.24,343,26,130,131
545534,7.54,3.8,98,7,60,70
545535,48.0,0.0,96,0,336,69
545536,6.63,5.85,126,11,57,79
545543,5.66,4.06,164,8,48,91
545544,22.95,14.8,459,29,190,151
545545,1.78,1.39,87,3,15,66
545550,29.0,38.28,203,75,278,101
545555,2.85,2.06,57,4,24,53
545557,38.6,59.48,193,116,386,98
545558,27.45,9.37,302,18,210,123
545559,2.65,1.91,138,4,23,83
545568,2.32,4.67,522,9,25,162
545570,13.25,9.57,53,19,112,51
545571,8.86,6.41,319,13,75,126
545573,11.75,2.71,94,5,87,69
545574,4.44,4.13,80,8,39,63
545575,13.27,13.15,146,26,119,85
545576,4.33,1.53,13,3,33,25
545577,3.36,3.1,47,6,30,48
545578,11.88,8.66,95,17,100,69
545579,13.14,7.35,289,14,106,120
545580,10.55,5.32,211,10,84,103
545581,16.57,9.78,232,19,135,108
545582,85.91,51.72,1976,101,702,314
545583,7.81,7.09,125,14,69,79
545585,16.94,10.94,288,21,140,120
545586,3.91,2.34,43,5,32,46
545587,3.7,3.82,222,7,33,105
545588,8.73,4.04,131,8,69,81
545589,11.87,6.39,178,13,96,94
545590,11.96,9.57,275,19,103,117
545591,10.68,4.76,235,9,84,108
545592,6.94,2.9,125,6,55,79
545593,5.33,4.16,16,8,45,28
545595,4.25,4.3,85,8,38,65
545596,9.07,5.95,136,12,75,82
545597,1.11,0.33,10,1,9,22
545601,5.78,2.68,52,5,45,51
545602,6.69,9.96,87,20,67,66
545603,7.0,1.41,14,3,52,26
545630,13.5,18.97,108,37,132,73
545634,13.89,11.87,264,23,120,115
545635,14.0,7.72,224,15,113,106
545636,10.3,6.23,237,12,84,109
545637,13.05,12.31,261,24,115,114
545638,9.44,13.67,85,27,93,65
545644,705.6,444.5,3528,870,5809,420
545645,1.0,0.0,3,0,7,12
545646,2.33,1.97,14,4,20,26
545647,18.17,9.68,109,19,146,74
545648,10.0,2.19,60,4,74,55
545649,1.38,0.64,51,1,11,50
545652,5.33,5.77,16,11,48,28
545653,16.54,28.07,579,55,171,170
545654,15.06,6.25,256,12,117,113
545655,1.5,0.94,69,2,12,59
545656,2.0,0.0,12,0,14,24
545657,10.59,7.89,593,15,89,172
545658,3.12,3.26,268,6,28,116
545659,12.0,0.0,36,0,84,42
545660,4.3,3.26,159,6,36,89
545661,14.21,8.25,739,16,115,192
545662,8.36,3.32,92,7,66,68
545663,15.62,9.31,203,18,127,101
545664,4.67,3.83,84,8,41,65
545665,10.46,3.28,136,6,79,82
545667,1.89,2.72,354,5,18,133
545668,30.1,44.09,301,86,297,123
545669,6.6,4.74,66,9,55,57
545670,13.0,13.82,65,27,118,57
545676,25.33,36.17,152,71,248,87
545680,38.0,23.15,190,45,311,97
545681,4.98,3.84,289,8,43,120
545682,2.78,2.3,111,5,24,74
545683,3.97,6.78,234,13,41,108
545684,10.86,1.95,76,4,80,62
545685,1.66,0.91,73,2,14,60
545686,7.0,4.66,56,9,58,53
545687,4.73,5.18,345,10,43,131
545688,3.48,3.15,212,6,30,103
545690,1.68,1.5,185,3,15,96
545691,5.6,5.61,140,11,50,84
545692,12.53,15.09,188,30,118,97
545693,62.17,42.77,746,84,519,193
545695,4.05,3.21,352,6,34,133
545696,5.33,5.4,112,11,48,75
545697,3.44,5.45,110,11,35,74
545698,1.27,0.8,19,2,11,31
545699,7.84,9.13,196,18,73,99
545700,9.38,14.54,150,28,94,87
545701,12.71,23.71,826,46,135,203
545702,2.35,2.16,47,4,20,48
545704,3.83,1.83,23,4,31,34
545705,5.29,3.89,74,8,45,61
545706,10.11,10.71,91,21,92,67
545707,126.5,97.48,506,191,1076,159
545708,9.5,3.82,76,7,74,62
545709,10.61,5.87,191,11,85,98
545710,10.29,2.93,72,6,78,60
545711,8.25,7.05,66,14,72,57
545712,4.5,1.9,45,4,36,47
545713,11.38,25.05,1365,49,129,261
545714,1.73,1.52,76,3,15,62
545715,2.36,3.17,118,6,23,77
545716,2.4,2.42,132,5,22,81
545717,1.72,1.17,79,2,14,63
545718,3.8,2.71,76,5,32,62
545719,8.81,5.03,599,10,72,173
545721,6.14,5.4,264,11,54,115
545725,9.4,3.58,47,7,73,48
545738,36.0,0.0,72,0,252,60
545748,105.43,222.6,1476,436,1174,272
545752,296.0,249.8,888,489,2561,211
545759,8.87,6.15,204,12,74,101
545764,8.67,7.07,130,14,75,81
545797,2.98,2.08,176,4,25,94
545812,8.46,5.22,313,10,69,125
545815,14.55,8.0,160,16,118,89
545819,2.93,1.16,44,2,23,47
545820,7.0,7.07,14,14,63,26
545821,12.52,17.52,338,34,122,130
545826,18.81,17.27,301,34,166,123
545827,1.0,0.0,9,0,7,21
545830,2.45,1.47,125,3,20,79
545832,1.0,0.0,2,0,7,10
545835,1.86,1.13,41,2,15,45
545838,1.3,1.18,52,2,11,51
545842,7.93,4.93,238,10,66,109
545845,1.0,0.0,12,0,7,24
545851,2.9,1.97,58,4,24,54
545853,5.65,5.72,96,11,51,69
545854,11.0,7.17,374,14,91,137
545855,12.55,6.33,138,12,100,83
545856,6.0,0.0,24,0,42,35
545859,17.25,8.24,276,16,137,117
545865,193.5,115.12,1548,225,1580,278
545868,2.08,1.5,52,3,18,51
545869,11.0,8.73,143,17,94,85
545871,10.9,10.17,109,20,96,74
545872,3.16,2.98,284,6,28,119
545873,3.67,2.16,22,4,30,33
545874,8.75,3.81,70,7,68,59
545883,5.0,3.35,45,7,42,47
545888,64.4,40.11,322,79,530,127
545890,4.8,3.27,24,6,40,35
545894,4.13,3.42,95,7,36,69
545895,2.48,5.4,554,11,28,166
545896,23.6,35.1,118,69,234,77
545897,2.26,4.26,577,8,24,170
545898,5.7,6.72,57,13,53,53
545899,2.08,1.51,25,3,18,35
545901,2.49,2.58,408,5,22,143
545902,1.0,0.0,2,0,7,10
545904,6.14,4.49,43,9,52,46
545905,14.0,11.5,196,23,121,99
545906,10.56,9.22,623,18,92,176
545907,17.12,11.19,274,22,142,117
545908,12.55,8.34,251,16,104,112
545909,12.73,12.21,522,24,113,162
545910,23.37,9.52,444,19,183,149
545911,432.0,0.0,864,0,3024,208
545912,8.33,4.63,50,9,67,50
545913,15.71,6.6,220,13,123,105
545914,31.47,26.56,1605,52,272,283
545915,10.5,6.95,168,14,88,92
545916,5.92,6.55,77,13,54,62
545918,25.78,22.17,232,43,223,108
545928,7.05,4.13,134,8,57,82
545933,12.46,10.66,349,21,108,132
545937,19.8,14.89,1109,29,168,235
545945,3.0,2.25,72,4,25,60
545978,3.88,2.65,454,5,32,151
545979,4.46,6.25,116,12,43,76
545980,2.85,3.28,154,6,26,88
545987,6.0,0.0,18,0,42,30
545988,8.89,3.35,169,7,69,92
545989,10.67,6.11,32,12,87,40
545991,19.48,31.8,565,62,198,168
545992,7.67,2.52,23,5,59,34
545993,33.17,30.08,199,59,291,100
545994,10.61,5.91,191,12,86,98
545995,5.97,5.4,418,11,53,145
545996,5.85,8.16,480,16,57,155
545998,9.16,6.0,458,12,76,151
545999,12.05,7.33,699,14,98,187
546000,8.0,4.62,32,9,65,40
546001,13.0,8.87,52,17,108,51
546003,2.87,2.56,155,5,25,88
546005,7.15,4.26,379,8,58,138
546006,7.0,9.73,49,19,68,49
546007,1.6,1.18,302,2,13,123
546008,2.07,4.48,422,9,23,145
546009,14.27,15.54,157,30,130,89
546011,468.0,560.03,936,1096,4372,216
546013,5.16,9.39,165,18,54,91
546015,14.97,17.69,434,35,140,147
546017,7.93,5.09,222,10,66,105
546019,4.55,7.58,50,15,47,50
546027,10.26,8.28,277,16,88,118
546028,7.85,8.13,314,16,71,125
546030,11.25,1.04,90,2,81,67
546031,10.0,8.83,90,17,87,67
546032,7.5,8.43,45,17,70,47
546034,14.55,9.61,291,19,121,121
546035,10.86,9.06,76,18,94,62
546036,8.67,2.24,78,4,65,62
546037,5.78,2.91,52,6,46,51
546038,13.75,12.37,165,24,120,91
546062,10.75,21.6,215,42,117,104
546067,195.0,272.96,780,534,1899,197
546079,3.22,3.76,87,7,30,66
546082,306.0,415.78,612,814,2956,175
546083,16.67,12.7,50,25,142,50
546084,9.6,9.79,384,19,86,139
546087,31.2,23.39,156,46,264,88
546088,3.0,1.73,21,3,24,32
546089,11.97,11.42,383,22,106,138
546090,43.71,31.84,306,62,368,124
546091,11.65,9.89,944,19,101,217
546092,5.25,3.84,126,8,45,79
546096,28.47,55.23,1566,108,307,280
546100,9.62,6.45,202,13,80,100
546101,9.6,3.58,48,7,74,49
546103,24.8,14.45,124,28,202,79
546104,1.36,0.67,15,1,11,27
546105,5.06,5.53,238,11,46,109
546107,2.67,2.27,136,4,23,82
546108,5.58,6.32,335,12,51,129
546109,1.0,0.0,2,0,7,10
546110,4.57,0.98,32,2,34,40
546111,2.16,1.89,54,4,19,52
546113,6.83,9.78,157,19,67,89
546115,8.95,5.11,188,10,73,97
546116,11.44,8.18,412,16,96,144
546117,4.97,4.62,353,9,44,133
546118,8.15,10.43,212,20,77,103
546119,10.58,5.43,201,11,85,100
546120,17.33,10.33,104,20,141,72
546121,4.28,3.61,107,7,37,73
546122,2.33,2.13,35,4,20,42
546123,15.29,25.25,107,49,156,73
546127,15.8,13.58,158,27,138,89
546132,18.0,6.0,54,12,138,52
546133,9.92,7.65,516,15,84,161
546134,78.5,61.52,314,120,670,125
546135,9.0,3.16,90,6,69,67
546136,1.81,1.82,402,4,17,142
546153,10.0,0.0,50,0,70,50
546155,11.81,8.18,307,16,99,124
546156,7.09,3.39,78,7,57,62
546157,10.0,8.6,50,17,87,50
546158,8.13,3.07,122,6,63,78
546159,10.85,6.8,141,13,89,84
546160,57.62,18.18,1844,36,439,304
546163,4.75,4.29,57,8,41,53
546164,23.57,19.76,165,39,204,91
546165,6.32,4.76,120,9,53,77
546166,69.33,44.06,208,86,571,102
546169,200.0,0.0,400,0,1400,141
546171,18.0,17.2,90,34,160,67
546172,8.8,4.77,264,9,71,115
546182,9.96,6.0,249,12,82,112
546189,11.94,8.19,191,16,100,98
546190,8.89,7.56,80,15,77,63
546212,104.67,77.99,2826,153,886,376
546213,36.0,0.0,108,0,252,73
546215,3.0,2.67,87,5,26,66
546216,47.43,53.29,664,104,436,182
546218,4.14,3.66,58,7,36,54
546220,20.86,30.74,584,60,206,171
546223,13.71,8.93,288,17,113,120
546230,6.59,3.29,145,6,52,85
546235,2.3,2.13,46,4,20,48
546236,20.94,56.53,1005,111,258,224
546237,7.13,3.02,164,6,56,91
546239,10.44,13.15,167,26,99,91
546242,11.33,8.26,306,16,95,124
546243,9.21,10.38,175,20,84,94
546246,10.73,9.77,322,19,94,127
546247,15.14,8.55,106,17,123,73
546248,8.62,2.63,112,5,65,75
546249,1.96,1.71,47,3,17,48
546250,10.17,6.16,183,12,83,96
546251,51.29,70.3,872,138,497,209
546252,11.31,8.61,701,17,96,187
546253,13.2,6.57,66,13,105,57
546254,6.2,4.1,62,8,51,56
546255,11.25,10.4,180,20,99,95
546261,1.48,0.87,71,2,12,60
546263,72.67,124.13,218,243,752,104
546275,15.38,11.4,246,22,130,111
546293,1.33,1.0,12,2,11,24
546301,13.2,6.57,66,13,105,57
546304,3.15,2.52,63,5,27,56
546305,4.59,6.97,156,14,46,88
546306,2.08,3.06,345,6,21,131
546310,10.4,1.67,52,3,76,51
546311,1.0,0.0,2,0,7,10
546314,6.11,5.08,116,10,53,76
546315,7.27,3.6,160,7,58,89
546316,7.71,4.54,54,9,63,52
546317,19.36,16.85,484,33,169,156
546321,9.6,3.7,192,7,74,98
546322,3.0,2.0,12,4,25,24
546324,12.46,7.87,162,15,102,90
546326,101.6,91.23,508,179,890,159
546330,8.78,5.09,79,10,71,63
546331,5.25,4.99,21,10,47,32
546364,4.5,7.31,126,14,46,79
546365,10.3,6.64,618,13,85,176
546366,3.95,4.39,75,9,37,61
546367,16.8,29.36,504,57,175,159
546368,9.0,11.67,144,23,86,85
546372,12.57,5.13,88,10,98,66
546373,16.25,10.81,325,21,135,127
546376,6.05,4.4,115,9,51,76
546377,21.0,24.02,63,47,194,56
546378,10.0,6.62,380,13,83,138
546380,1.5,0.58,6,1,12,17
546381,1.0,0.0,9,0,7,21
546382,11.33,10.57,102,21,100,71
546383,13.83,9.13,332,18,115,129
546384,28.5,43.38,627,85,284,177
546385,33.82,34.22,744,67,304,193
546386,9.1,4.12,91,8,72,67
546387,15.76,8.51,268,17,127,116
546388,6.92,13.53,623,26,74,176
546389,4.13,3.61,186,7,36,96
546391,9.86,16.95,69,33,102,59
546392,2.14,1.61,94,3,18,69
546394,10.95,6.04,427,12,89,146
546396,5.0,5.97,80,12,47,63
546397,8.5,3.99,51,8,68,50
546398,19.54,27.99,254,55,192,113
546399,10.44,8.47,94,17,90,69
546401,4.0,1.0,12,2,30,24
546402,16.8,19.63,84,38,156,65
546403,15.76,8.51,268,17,127,116
546405,9.33,9.29,28,18,83,37
546406,3.22,9.31,508,18,41,159
546411,147.2,94.12,736,184,1214,192
546412,2.6,1.52,13,3,21,25
546413,1.0,0.0,2,0,7,10
546414,2.04,1.94,47,4,18,48
546415,10.33,12.3,186,24,96,96
546417,12.76,11.38,536,22,111,164
546418,3.41,5.39,58,11,35,54
546419,2.32,1.86,51,4,20,50
546420,2.95,1.32,62,3,24,56
546421,9.0,12.9,333,25,88,129
546422,3.62,2.84,123,6,31,78
546423,1.97,1.45,124,3,17,79
546424,2.52,3.36,58,7,25,54
546425,10.39,8.45,187,17,90,97
546426,6.0,8.94,306,17,59,124
546427,1.86,2.18,54,4,17,52
546428,10.28,6.1,185,12,84,96
546429,3.89,9.06,373,18,45,137
546430,3.0,2.49,66,5,26,57
546431,19.88,13.64,338,27,166,130
546432,3.27,1.62,36,3,26,42
546433,19.0,36.25,152,71,204,87
546434,6.07,3.35,91,7,49,67
546435,10.14,4.5,213,9,80,103
546436,8.8,15.22,44,30,92,47
546437,14.14,10.64,311,21,120,125
546438,58.53,46.0,2224,90,500,333
546440,8.0,3.17,256,6,62,113
546441,11.43,3.6,80,7,87,63
546442,10.8,7.82,54,15,91,52
546443,68.57,77.37,480,151,631,155
546444,3.5,3.54,7,7,32,19
546464,65.0,24.52,260,48,503,114
546465,5.45,2.36,180,5,43,95
546466,2.04,1.79,151,3,17,87
546479,8.9,7.48,187,15,77,97
546486,6.14,7.51,172,15,58,93
546498,1.82,1.32,155,3,16,88
546502,1.22,0.79,82,2,11,64
546508,22.5,21.79,90,43,200,67
546509,6.68,3.87,207,8,55,102
546510,10.67,5.92,96,12,87,69
546520,12.15,16.74,498,33,118,158
546521,43.33,9.87,130,19,322,81
546522,9.21,7.71,175,15,79,94
546523,12.0,0.0,36,0,84,42
546524,4.09,2.81,45,5,34,47
546525,19.5,12.87,312,25,162,125
546526,24.0,13.27,120,26,194,77
546527,20.0,0.0,40,0,140,45
546528,42.92,52.5,1717,103,403,293
546530,190.96,193.28,5156,378,1715,508
546531,16.0,10.49,208,21,133,102
546532,40.0,0.0,80,0,280,63
546533,8.8,4.02,88,8,70,66
546534,9.88,7.07,326,14,83,128
546537,2.53,1.58,86,3,21,66
546538,10.56,4.92,359,10,84,134
546540,50.5,46.84,404,92,446,142
546541,7.7,13.46,231,26,80,107
546542,2.84,3.89,233,8,28,108
546543,2.2,3.69,110,7,22,74
546544,14.5,17.6,232,34,136,108
546545,1.79,1.27,34,2,15,41
546549,3.07,2.5,132,5,26,81
546552,11.29,7.1,192,14,93,98
546553,13.44,13.61,121,27,121,78
546554,12.53,5.93,188,12,100,97
546555,12.32,10.14,271,20,106,116
546556,11.09,7.06,122,14,92,78
546561,10.17,7.06,356,14,85,133
546562,7.0,7.03,133,14,63,82
546563,10.09,9.16,222,18,89,105
546569,11.36,7.79,511,15,94,160
546580,13.67,5.42,328,11,107,128
546622,3.54,5.54,92,11,36,68
546624,10.87,8.61,250,17,93,112
546625,5.36,8.08,134,16,54,82
546631,24.0,0.0,48,0,168,49
546633,64.0,45.25,128,89,537,80
546634,1.92,1.16,23,2,15,34
546635,4.51,5.85,203,11,43,101
546636,2.15,1.32,56,3,18,53
546637,11.33,11.02,34,22,101,41
546638,9.92,8.38,258,16,85,114
546639,12.53,6.1,238,12,100,109
546640,7.69,3.33,100,7,61,71
546642,18.0,9.38,162,18,144,90
546643,9.53,9.39,286,18,85,120
546644,17.87,13.74,268,27,152,116
546646,6.57,5.47,138,11,57,83
546648,5.19,8.02,405,16,52,142
546649,1.67,1.48,77,3,15,62
546650,1.41,0.77,58,2,12,54
546651,1.76,1.96,65,4,16,57
546652,2.25,2.36,119,5,21,77
546653,1.57,1.17,77,2,13,62
546654,2.06,2.06,70,4,18,59
546655,1.47,0.88,53,2,12,51
546656,1.76,1.58,95,3,15,69
546658,10.03,5.78,331,11,81,129
546659,12.0,6.32,108,12,96,73
546660,12.41,18.47,335,36,123,129
546662,5.33,3.08,32,6,43,40
546663,1.0,0.0,3,0,7,12
546665,5.5,9.13,77,18,56,62
546667,6.43,3.44,90,7,52,67
546668,9.56,3.13,86,6,73,66
546669,29.58,39.72,710,78,285,188
546670,3.97,3.74,429,7,35,146
546677,60.0,86.63,180,170,590,95
546678,10.93,6.6,317,13,90,126
546679,5.04,5.7,252,11,46,112
546681,10.3,8.75,206,17,89,101
546682,7.55,6.89,166,13,66,91
546683,8.17,3.0,147,6,63,86
546684,22.14,22.07,642,43,198,179
546685,5.9,5.69,124,11,52,79
546686,7.31,3.07,117,6,57,76
546687,12.95,12.14,285,24,115,119
546688,6.57,2.99,46,6,52,48
546689,17.69,17.27,230,34,158,107
546690,6.0,0.0,18,0,42,30
546691,64.0,28.84,192,56,504,98
546724,1.0,0.0,4,0,7,14
546729,8.25,4.0,99,8,66,70
546731,15.1,9.56,468,19,125,153
546732,5.47,18.07,104,35,73,72
546733,112.0,27.71,336,54,838,130
546734,112.0,27.71,336,54,838,130
546737,9.83,10.76,285,21,90,119
546738,109.82,204.93,1208,401,1170,246
546739,56.52,38.86,2374,76,472,345
546742,14.28,14.39,514,28,128,160
546748,9.0,3.85,144,8,71,85
546749,14.67,15.14,44,30,133,47
546751,6.42,9.47,167,19,64,91
546752,6.0,0.0,30,0,42,39
546753,5.62,9.8,298,19,58,122
546754,320.0,138.56,960,271,2511,219
546755,5.65,4.84,175,9,49,94
546757,23.14,17.81,162,35,197,90
546759,4.55,3.5,50,7,39,50
546760,7.67,5.81,230,11,65,107
546761,12.0,4.0,84,8,92,65
546762,2.44,2.92,22,6,23,33
546763,2.31,1.01,37,2,18,43
546764,9.65,5.35,164,10,78,91
546765,12.25,10.78,98,21,107,70
546766,8.0,3.46,24,7,63,35
546767,16.8,17.7,84,35,153,65
546768,16.67,5.89,100,12,129,71
546769,11.89,6.72,523,13,96,162
546770,7.75,7.89,62,15,69,56
546771,2.27,1.12,59,2,18,54
546772,52.0,38.57,156,76,440,88
546774,3.03,2.53,309,5,26,124
546776,7.0,4.38,56,9,58,53
546778,5.58,4.8,251,9,48,112
546779,1.5,0.71,3,1,12,12
546780,46.26,37.94,879,74,398,210
546781,17.57,18.72,404,37,160,142
546782,6.0,4.18,72,8,50,60
546784,8.8,5.97,352,12,74,133
546785,20.0,29.63,100,58,198,71
546786,13.33,7.5,160,15,108,89
546787,17.17,13.03,206,26,146,101
546788,23.75,22.98,95,45,211,69
546789,677.78,253.86,6100,497,5241,552
546790,6.43,8.09,90,16,61,67
546791,10.36,5.67,435,11,84,147
546829,7.75,4.92,31,10,64,39
546830,24.64,36.58,345,72,244,131
546831,48.5,61.43,388,120,460,139
546832,59.4,38.13,297,75,491,122
546837,7.05,5.93,134,12,61,82
546843,14.15,11.12,368,22,121,136
546846,2.4,1.88,96,4,21,69
546847,82.0,87.68,164,172,746,91
546848,3.67,4.62,11,9,35,23
546849,1.42,0.72,34,1,11,41
546850,9.61,7.65,923,15,82,215
546851,11.29,10.84,395,21,100,141
546852,18.0,8.49,36,17,143,42
546855,4.23,6.41,127,13,43,80
546856,13.87,6.37,416,12,109,144
546857,12.0,7.37,192,14,98,98
546860,47.67,72.27,286,141,475,120
546861,16.68,19.84,417,39,156,144
546862,6.86,5.5,254,11,59,113
546863,300.0,331.36,1500,649,2749,274
546866,3.11,2.83,115,6,28,76
546869,9.0,3.87,63,8,71,56
546871,6.82,3.87,150,8,56,87
546872,2.0,0.0,4,0,14,14
546873,22.91,6.47,252,13,173,112
546874,44.0,39.6,88,78,386,66
546875,8.63,3.83,440,7,67,148
546876,1.0,0.0,2,0,7,10
546877,12.4,7.8,62,15,102,56
546882,8.33,5.43,175,11,69,94
546883,7.5,4.02,120,8,60,77
546884,2.07,2.43,372,5,19,136
546888,1.73,2.04,290,4,16,120
546890,10.19,7.8,214,15,86,103
546891,2.18,3.11,385,6,21,139
546892,1.79,1.95,274,4,17,117
546896,2.1,4.01,627,8,23,177
546898,1.0,0.0,4,0,7,14
546899,34.29,10.28,720,20,260,190
546908,7.58,6.07,91,12,65,67
546909,9.86,9.97,207,20,89,102
546910,2.46,0.92,69,2,19,59
546911,9.61,5.86,173,11,78,93
546912,4.86,7.16,321,14,48,127
546913,4.9,6.48,240,13,47,110
546914,9.86,7.08,69,14,83,59
546915,10.37,9.83,197,19,92,99
546916,5.0,1.73,15,3,38,27
546917,6.02,4.67,265,9,51,115
546918,13.0,12.81,52,25,116,51
546919,56.33,76.79,169,150,544,92
546920,16.44,12.26,296,24,139,122
546921,6.0,2.83,12,6,48,24
546922,12.12,10.88,388,21,106,139
546924,16.0,18.14,128,36,148,80
546925,45.0,39.8,225,78,393,106
546926,75.0,35.36,150,69,594,87
546927,22.48,20.3,472,40,197,154
546928,14.0,7.55,196,15,113,99
546929,21.0,7.35,126,14,161,79
546933,2.29,1.81,71,4,20,60
546944,3.92,2.47,98,5,32,70
546949,1.69,1.25,22,2,14,33
546950,2.0,1.13,124,2,16,79
546951,4.95,5.34,302,10,45,123
546957,1.11,0.33,10,1,9,22
546963,12.69,11.63,203,23,112,101
546972,4.65,6.2,367,12,45,135
546973,1.69,1.17,61,2,14,55
546974,1.66,1.68,58,3,15,54
546976,1.78,1.83,80,4,16,63
546977,1.83,1.6,119,3,16,77
546979,44.69,37.75,581,74,387,170
546980,5.57,3.26,128,6,45,80
546981,6.43,2.7,45,5,50,47
546982,2.69,6.65,145,13,32,85
546983,7.64,4.95,359,10,63,134
546984,2.27,2.33,159,5,21,89
546985,8.2,3.9,41,8,65,45
546986,11.63,7.43,535,15,96,164
546988,6.56,4.27,118,8,54,77
546990,9.48,5.39,256,11,77,113
546991,10.18,8.24,224,16,87,106
546992,187.75,180.97,3004,354,1668,388
546993,3.16,2.48,139,5,27,83
546995,4.48,5.94,94,12,43,69
546996,43.2,59.0,216,116,418,104
546998,2.17,0.76,52,1,16,51
546999,44.33,26.12,266,51,361,115
547000,13.29,8.95,279,18,111,118
547001,104.0,36.66,312,72,800,125
547002,11.16,5.51,212,11,89,103
547003,4.17,2.86,25,6,35,35
547004,6.88,4.61,117,9,57,76
547005,11.46,6.72,550,13,93,166
547006,1.0,0.0,3,0,7,12
547017,3.43,1.62,24,3,27,35
547018,13.5,23.27,162,46,140,90
547019,3.23,5.06,71,10,33,60
547020,17.94,16.43,287,32,158,120
547021,5.43,3.27,76,6,44,62
547022,3.2,4.92,16,10,32,28
547023,126.75,242.07,1014,474,1361,225
547026,4.8,3.53,96,7,41,69
547028,6.39,5.36,147,10,55,86
547029,6.0,11.5,42,23,65,46
547030,6.72,4.13,168,8,55,92
547032,82.0,27.78,246,54,628,111
547033,10.86,7.08,76,14,90,62
547034,6.5,4.87,52,10,56,51
547035,11.56,8.97,208,18,99,102
547036,24.0,10.73,264,21,189,115
547037,905.0,1013.77,3620,1985,8320,425
547038,13.2,2.68,66,5,97,57
547039,5.0,4.24,10,8,43,22
547040,21.0,21.21,42,42,189,46
547041,39.0,20.12,195,39,312,99
547042,2.06,2.77,461,5,19,152
547044,10.0,6.71,200,13,83,100
547045,100.0,39.6,200,78,778,100
547046,13.7,18.29,137,36,132,83
547047,30.67,20.3,184,40,255,96
547048,6.64,4.15,73,8,54,60
547049,4.0,2.55,80,5,33,63
547050,11.24,10.35,191,20,99,98
547051,6.6,4.88,66,10,56,57
547052,3.05,2.31,64,5,26,57
547053,22.18,21.99,244,43,198,110
547055,2.81,2.08,73,4,24,60
547056,14.67,18.48,44,36,139,47
547057,10.5,18.39,63,36,110,56
547058,12.09,10.26,568,20,105,169
547059,4.25,2.82,34,6,36,41
547060,5.52,4.7,116,9,48,76
547061,14.33,7.61,215,15,115,104
547062,2.46,2.43,160,5,22,89
547063,5.79,6.54,1703,13,54,292
547064,12.92,9.77,155,19,109,88
547065,7.55,2.91,83,6,59,64
547066,14.3,7.55,429,15,115,146
547067,32.4,24.55,324,48,275,127
547068,9.5,2.82,190,6,72,97
547069,4.14,7.38,261,14,43,114
547070,2.61,2.3,133,5,23,82
547071,8.09,6.55,89,13,70,67
547072,5.0,2.83,30,6,41,39
547073,5.6,5.75,168,11,50,92
547074,10.73,7.5,118,15,90,77
547075,11.97,3.17,371,6,90,136
547076,16.65,26.78,283,52,169,119
547077,13.0,8.08,52,16,107,51
547078,20.89,7.94,188,16,162,97
547079,3.12,3.66,106,7,29,73
547080,11.6,11.44,58,22,103,54
547081,9.0,7.8,126,15,78,79
547082,1.0,0.0,5,0,7,16
547083,3.19,2.71,137,5,27,83
547084,9.75,6.65,39,13,81,44
547085,8.33,6.35,25,12,70,35
547086,6.3,3.71,63,7,51,56
547087,28.2,21.0,423,41,238,145
547088,7.22,7.13,130,14,65,81
547089,12.38,8.52,99,17,104,70
547090,8.17,4.04,98,8,65,70
547092,9.5,5.79,133,11,78,82
547093,16.24,8.8,341,17,131,131
547094,12.58,7.15,390,14,102,140
547095,14.92,8.59,358,17,121,134
547096,5.82,3.16,64,6,47,57
547097,6.19,3.94,99,8,51,70
547098,8.33,4.65,200,9,67,100
547099,6.9,3.67,69,7,55,59
547100,14.69,9.03,382,18,121,138
547101,81.0,38.0,324,74,641,127
547102,9.42,6.48,631,13,79,178
547103,18.69,46.37,299,91,222,122
547105,21.6,18.02,108,35,186,73
547106,6.48,5.34,259,10,55,114
547107,14.38,33.07,115,65,166,76
547108,5.05,3.81,106,7,42,73
547109,6.95,3.79,139,7,56,83
547114,5.64,6.06,124,12,51,79
547122,12.94,8.77,207,17,108,102
547134,3.0,1.77,45,3,24,47
547171,6.43,13.05,45,26,71,47
547192,11.33,1.03,68,2,81,58
547194,2.12,1.4,85,3,18,65
547195,12.16,8.7,389,17,102,139
547196,1.25,0.5,5,1,10,16
547197,4.29,3.59,30,7,37,39
547199,1.97,2.29,69,4,18,59
547200,11.55,14.39,127,28,109,80
547201,19.33,15.32,116,30,165,76
547202,4.28,10.76,124,21,51,79
547203,6.88,4.18,117,8,56,76
547204,10.0,4.0,60,8,78,55
547205,5.31,4.06,85,8,45,65
547206,2.39,1.86,74,4,21,61
547209,19.43,13.39,1593,26,162,282
547219,23.8,33.53,595,66,233,172
547220,17.6,12.52,88,25,148,66
547221,11.36,8.58,125,17,97,79
547222,2.0,0.0,20,0,14,32
547223,7.13,7.2,563,14,64,168
547224,10.39,7.99,239,16,89,109
547226,3.67,2.87,33,6,32,41
